InventoryMovementKey,MovementDate,ProductN,UnitsIn,UnitsOut,UnitsBalance
72,2017-01-01,90,0,3,9
73,2017-01-01,91,19,0,19
74,2017-01-01,91,0,2,17
75,2017-01-01,91,0,3,14
76,2017-01-01,92,14,0,14
77,2017-01-01,92,0,2,12
78,2017-01-01,98,13,0,13
79,2017-01-01,99,20,0,20
80,2017-01-01,99,0,1,19
81,2017-01-01,99,0,3,16
82,2017-01-01,100,11,0,11
83,2017-01-01,100,0,3,8
84,2017-01-01,100,0,3,5
85,2017-01-01,102,16,0,16
86,2017-01-01,102,0,2,14
87,2017-01-01,102,0,5,9
88,2017-01-01,102,0,5,4
89,2017-01-01,105,19,0,19
90,2017-01-01,105,0,1,18
91,2017-01-01,105,0,8,10
92,2017-01-01,105,0,1,9
93,2017-01-01,105,0,2,7
94,2017-01-01,107,16,0,16
95,2017-01-01,107,0,8,8
96,2017-01-01,107,0,7,1
97,2017-01-01,107,0,1,0
98,2017-01-01,108,11,0,11
99,2017-01-01,108,0,2,9
100,2017-01-01,109,15,0,15
101,2017-01-01,109,0,1,14
102,2017-01-01,109,0,2,12
103,2017-01-01,109,0,6,6
104,2017-01-01,109,0,6,0
105,2017-01-01,110,16,0,16
106,2017-01-01,110,0,6,10
107,2017-01-01,110,0,1,9
108,2017-01-01,110,0,6,3
109,2017-01-01,110,0,3,0
110,2017-01-01,113,12,0,12
111,2017-01-01,113,0,7,5
112,2017-01-01,113,0,2,3
113,2017-01-01,113,0,2,1
114,2017-01-01,113,0,1,0
115,2017-01-01,114,15,0,15
116,2017-01-01,114,0,3,12
117,2017-01-01,114,0,6,6
118,2017-01-01,114,0,2,4
119,2017-01-01,114,0,3,1
120,2017-01-01,114,0,1,0
121,2017-01-01,115,17,0,17
122,2017-01-01,115,0,5,12
123,2017-01-01,115,0,7,5
124,2017-01-01,115,0,1,4
125,2017-01-01,116,12,0,12
126,2017-01-01,116,0,6,6
127,2017-01-01,119,13,0,13
128,2017-01-01,119,0,2,11
129,2017-01-01,119,0,2,9
130,2017-01-01,119,0,3,6
131,2017-01-01,119,0,6,0
132,2017-01-01,120,18,0,18
133,2017-01-01,120,0,4,14
134,2017-01-01,120,0,3,11
135,2017-01-01,120,0,5,6
136,2017-01-01,120,0,4,2
137,2017-01-01,122,13,0,13
138,2017-01-01,122,0,5,8
139,2017-01-01,122,0,5,3
140,2017-01-01,122,0,2,1
141,2017-01-01,122,0,1,0
142,2017-01-01,125,13,0,13
143,2017-01-01,125,0,7,6
144,2017-01-01,125,0,6,0
145,2017-01-02,1,12,0,30
146,2017-01-02,3,18,0,28
147,2017-01-02,4,18,0,18
148,2017-01-02,6,20,0,32
149,2017-01-02,6,0,1,31
150,2017-01-02,8,0,2,10
151,2017-01-02,9,17,0,17
152,2017-01-02,9,0,1,16
153,2017-01-02,10,17,0,30
154,2017-01-02,10,0,2,28
155,2017-01-02,12,13,0,13
156,2017-01-02,12,0,1,12
157,2017-01-02,13,0,2,9
158,2017-01-02,14,12,0,12
159,2017-01-02,14,0,2,10
160,2017-01-02,17,11,0,11
161,2017-01-02,17,0,1,10
162,2017-01-02,18,13,0,29
163,2017-01-02,18,0,2,27
164,2017-01-02,19,17,0,31
165,2017-01-02,20,10,0,10
166,2017-01-02,21,0,1,9
167,2017-01-02,23,11,0,11
168,2017-01-02,23,0,1,10
169,2017-01-02,26,13,0,30
170,2017-01-02,27,15,0,31
171,2017-01-02,27,0,2,29
172,2017-01-02,29,11,0,23
173,2017-01-02,32,17,0,29
174,2017-01-02,32,0,2,27
175,2017-01-02,34,19,0,19
176,2017-01-02,34,0,2,17
177,2017-01-02,36,18,0,34
178,2017-01-02,38,14,0,14
179,2017-01-02,38,0,2,12
180,2017-01-02,41,11,0,11
181,2017-01-02,42,10,0,10
182,2017-01-02,42,0,1,9
183,2017-01-02,43,18,0,36
184,2017-01-02,43,0,2,34
185,2017-01-02,45,15,0,15
186,2017-01-02,45,0,1,14
187,2017-01-02,46,16,0,16
188,2017-01-02,49,13,0,13
189,2017-01-02,50,16,0,16
190,2017-01-02,50,0,2,14
191,2017-01-02,51,11,0,25
192,2017-01-02,51,0,2,23
193,2017-01-02,52,12,0,27
194,2017-01-02,54,20,0,20
195,2017-01-02,55,12,0,29
196,2017-01-02,55,0,2,27
197,2017-01-02,58,14,0,32
198,2017-01-02,58,0,1,31
199,2017-01-02,59,11,0,24
200,2017-01-02,60,20,0,35
201,2017-01-02,64,20,0,38
202,2017-01-02,65,0,2,12
203,2017-01-02,66,18,0,34
204,2017-01-02,66,0,2,32
205,2017-01-02,68,0,1,12
206,2017-01-02,69,18,0,18
207,2017-01-02,71,20,0,37
208,2017-01-02,72,10,0,10
209,2017-01-02,72,0,1,9
210,2017-01-02,73,0,1,9
211,2017-01-02,74,15,0,26
212,2017-01-02,75,20,0,20
213,2017-01-02,76,19,0,19
214,2017-01-02,78,0,3,14
215,2017-01-02,78,0,1,13
216,2017-01-02,79,14,0,31
217,2017-01-02,81,0,1,7
218,2017-01-02,81,0,2,5
219,2017-01-02,83,15,0,15
220,2017-01-02,83,0,3,12
221,2017-01-02,85,0,2,16
222,2017-01-02,85,0,2,14
223,2017-01-02,86,12,0,31
224,2017-01-02,86,0,3,28
225,2017-01-02,87,11,0,11
226,2017-01-02,87,0,2,9
227,2017-01-02,91,0,2,12
228,2017-01-02,94,16,0,16
229,2017-01-02,94,0,3,13
230,2017-01-02,96,16,0,16
231,2017-01-02,96,0,2,14
232,2017-01-02,96,0,3,11
233,2017-01-02,97,18,0,18
234,2017-01-02,97,0,2,16
235,2017-01-02,97,0,1,15
236,2017-01-02,98,0,2,11
237,2017-01-02,99,18,0,34
238,2017-01-02,99,0,1,33
239,2017-01-02,102,20,0,24
240,2017-01-02,102,0,5,19
241,2017-01-02,102,0,2,17
242,2017-01-02,102,0,4,13
243,2017-01-02,104,17,0,17
244,2017-01-02,104,0,7,10
245,2017-01-02,104,0,3,7
246,2017-01-02,104,0,1,6
247,2017-01-02,104,0,6,0
248,2017-01-02,105,0,5,2
249,2017-01-02,107,11,0,11
250,2017-01-02,107,0,4,7
251,2017-01-02,108,0,2,7
252,2017-01-02,108,0,2,5
253,2017-01-02,108,0,3,2
254,2017-01-02,108,0,1,1
255,2017-01-02,108,0,1,0
256,2017-01-02,109,13,0,13
257,2017-01-02,109,0,5,8
258,2017-01-02,109,0,2,6
259,2017-01-02,109,0,5,1
260,2017-01-02,110,12,0,12
261,2017-01-02,110,0,2,10
262,2017-01-02,110,0,6,4
263,2017-01-02,110,0,4,0
264,2017-01-02,111,11,0,11
265,2017-01-02,111,0,6,5
266,2017-01-02,114,16,0,16
267,2017-01-02,114,0,6,10
268,2017-01-02,114,0,4,6
269,2017-01-02,114,0,6,0
270,2017-01-02,115,0,4,0
271,2017-01-02,116,0,6,0
272,2017-01-02,119,19,0,19
273,2017-01-02,119,0,8,11
274,2017-01-02,119,0,7,4
275,2017-01-02,120,12,0,14
276,2017-01-02,120,0,7,7
277,2017-01-02,120,0,7,0
278,2017-01-02,124,15,0,15
279,2017-01-02,124,0,4,11
280,2017-01-02,124,0,1,10
281,2017-01-02,124,0,1,9
282,2017-01-02,124,0,1,8
283,2017-01-02,124,0,8,0
284,2017-01-02,125,15,0,15
285,2017-01-02,125,0,1,14
286,2017-01-02,125,0,3,11
287,2017-01-02,125,0,4,7
288,2017-01-02,125,0,7,0
289,2017-01-03,3,15,0,43
290,2017-01-03,4,15,0,33
291,2017-01-03,5,16,0,16
292,2017-01-03,6,18,0,49
293,2017-01-03,6,0,1,48
294,2017-01-03,7,12,0,12
295,2017-01-03,7,0,1,11
296,2017-01-03,9,10,0,26
297,2017-01-03,9,0,1,25
298,2017-01-03,10,10,0,38
299,2017-01-03,10,0,2,36
300,2017-01-03,11,14,0,29
301,2017-01-03,13,17,0,26
302,2017-01-03,13,0,2,24
303,2017-01-03,15,18,0,18
304,2017-01-03,15,0,1,17
305,2017-01-03,16,20,0,20
306,2017-01-03,16,0,2,18
307,2017-01-03,17,17,0,27
308,2017-01-03,18,13,0,40
309,2017-01-03,20,0,1,9
310,2017-01-03,21,16,0,25
311,2017-01-03,22,10,0,10
312,2017-01-03,24,14,0,30
313,2017-01-03,26,18,0,48
314,2017-01-03,28,17,0,17
315,2017-01-03,28,0,1,16
316,2017-01-03,29,12,0,35
317,2017-01-03,30,10,0,10
318,2017-01-03,30,0,2,8
319,2017-01-03,32,18,0,45
320,2017-01-03,33,0,2,10
321,2017-01-03,34,11,0,28
322,2017-01-03,34,0,1,27
323,2017-01-03,36,20,0,54
324,2017-01-03,36,0,2,52
325,2017-01-03,37,0,2,9
326,2017-01-03,38,19,0,31
327,2017-01-03,39,0,2,16
328,2017-01-03,40,14,0,14
329,2017-01-03,41,10,0,21
330,2017-01-03,42,14,0,23
331,2017-01-03,43,13,0,47
332,2017-01-03,43,0,2,45
333,2017-01-03,44,16,0,16
334,2017-01-03,45,20,0,34
335,2017-01-03,46,18,0,34
336,2017-01-03,46,0,2,32
337,2017-01-03,47,14,0,14
338,2017-01-03,48,15,0,15
339,2017-01-03,49,19,0,32
340,2017-01-03,49,0,2,30
341,2017-01-03,50,12,0,26
342,2017-01-03,51,14,0,37
343,2017-01-03,52,0,2,25
344,2017-01-03,53,17,0,17
345,2017-01-03,54,15,0,35
346,2017-01-03,57,14,0,27
347,2017-01-03,58,15,0,46
348,2017-01-03,59,20,0,44
349,2017-01-03,60,0,1,34
350,2017-01-03,61,0,2,8
351,2017-01-03,64,0,1,37
352,2017-01-03,65,11,0,23
353,2017-01-03,65,0,1,22
354,2017-01-03,68,12,0,24
355,2017-01-03,69,16,0,34
356,2017-01-03,70,12,0,12
357,2017-01-03,72,18,0,27
358,2017-01-03,72,0,1,26
359,2017-01-03,73,12,0,21
360,2017-01-03,74,0,1,25
361,2017-01-03,75,10,0,30
362,2017-01-03,76,13,0,32
363,2017-01-03,76,0,2,30
364,2017-01-03,76,0,1,29
365,2017-01-03,77,16,0,29
366,2017-01-03,78,16,0,29
367,2017-01-03,78,0,1,28
368,2017-01-03,78,0,2,26
369,2017-01-03,79,16,0,47
370,2017-01-03,79,0,3,44
371,2017-01-03,81,14,0,19
372,2017-01-03,82,15,0,15
373,2017-01-03,83,10,0,22
374,2017-01-03,83,0,2,20
375,2017-01-03,84,11,0,11
376,2017-01-03,84,0,3,8
377,2017-01-03,84,0,1,7
378,2017-01-03,85,0,1,13
379,2017-01-03,86,19,0,47
380,2017-01-03,87,13,0,22
381,2017-01-03,87,0,1,21
382,2017-01-03,87,0,1,20
383,2017-01-03,90,0,2,7
384,2017-01-03,90,0,1,6
385,2017-01-03,91,10,0,22
386,2017-01-03,91,0,2,20
387,2017-01-03,92,14,0,26
388,2017-01-03,92,0,3,23
389,2017-01-03,92,0,3,20
390,2017-01-03,93,13,0,13
391,2017-01-03,93,0,2,11
392,2017-01-03,94,16,0,29
393,2017-01-03,94,0,2,27
394,2017-01-03,94,0,1,26
395,2017-01-03,95,11,0,11
396,2017-01-03,95,0,3,8
397,2017-01-03,96,18,0,29
398,2017-01-03,96,0,1,28
399,2017-01-03,97,15,0,30
400,2017-01-03,97,0,1,29
401,2017-01-03,98,19,0,30
402,2017-01-03,98,0,2,28
403,2017-01-03,98,0,2,26
404,2017-01-03,99,11,0,44
405,2017-01-03,99,0,2,42
406,2017-01-03,99,0,1,41
407,2017-01-03,100,19,0,24
408,2017-01-03,100,0,1,23
409,2017-01-03,100,0,1,22
410,2017-01-03,102,20,0,33
411,2017-01-03,102,0,6,27
412,2017-01-03,102,0,2,25
413,2017-01-03,102,0,5,20
414,2017-01-03,102,0,1,19
415,2017-01-03,105,16,0,18
416,2017-01-03,105,0,2,16
417,2017-01-03,105,0,7,9
418,2017-01-03,105,0,1,8
419,2017-01-03,105,0,8,0
420,2017-01-03,107,19,0,26
421,2017-01-03,107,0,3,23
422,2017-01-03,107,0,6,17
423,2017-01-03,107,0,2,15
424,2017-01-03,107,0,2,13
425,2017-01-03,109,0,1,0
426,2017-01-03,111,0,4,1
427,2017-01-03,111,0,1,0
428,2017-01-03,114,15,0,15
429,2017-01-03,114,0,2,13
430,2017-01-03,114,0,1,12
431,2017-01-03,117,19,0,19
432,2017-01-03,117,0,5,14
433,2017-01-03,117,0,6,8
434,2017-01-03,117,0,8,0
435,2017-01-03,119,10,0,14
436,2017-01-03,119,0,3,11
437,2017-01-03,119,0,2,9
438,2017-01-03,119,0,3,6
439,2017-01-03,119,0,6,0
440,2017-01-03,120,12,0,12
441,2017-01-03,120,0,4,8
442,2017-01-03,121,20,0,20
443,2017-01-03,121,0,8,12
444,2017-01-03,121,0,3,9
445,2017-01-03,121,0,8,1
446,2017-01-03,121,0,1,0
447,2017-01-03,122,15,0,15
448,2017-01-03,122,0,3,12
449,2017-01-03,122,0,7,5
450,2017-01-03,122,0,5,0
451,2017-01-03,123,10,0,10
452,2017-01-03,123,0,3,7
453,2017-01-03,123,0,7,0
454,2017-01-04,1,0,1,29
455,2017-01-04,3,15,0,58
456,2017-01-04,4,0,1,32
457,2017-01-04,5,14,0,30
458,2017-01-04,6,11,0,59
459,2017-01-04,7,18,0,29
460,2017-01-04,8,15,0,25
461,2017-01-04,8,0,1,24
462,2017-01-04,9,0,1,24
463,2017-01-04,10,0,1,35
464,2017-01-04,11,0,1,28
465,2017-01-04,12,0,1,11
466,2017-01-04,13,0,1,23
467,2017-01-04,14,10,0,20
468,2017-01-04,14,0,1,19
469,2017-01-04,15,16,0,33
470,2017-01-04,16,20,0,38
471,2017-01-04,16,0,2,36
472,2017-01-04,17,0,1,26
473,2017-01-04,18,14,0,54
474,2017-01-04,19,18,0,49
475,2017-01-04,19,0,1,48
476,2017-01-04,20,20,0,29
477,2017-01-04,21,12,0,37
478,2017-01-04,22,0,2,8
479,2017-01-04,23,19,0,29
480,2017-01-04,23,0,1,28
481,2017-01-04,24,10,0,40
482,2017-01-04,26,13,0,61
483,2017-01-04,26,0,2,59
484,2017-01-04,27,0,1,28
485,2017-01-04,28,11,0,27
486,2017-01-04,30,0,2,6
487,2017-01-04,31,12,0,12
488,2017-01-04,31,0,2,10
489,2017-01-04,36,0,2,50
490,2017-01-04,37,20,0,29
491,2017-01-04,37,0,1,28
492,2017-01-04,38,17,0,48
493,2017-01-04,38,0,2,46
494,2017-01-04,40,0,2,12
495,2017-01-04,41,0,2,19
496,2017-01-04,42,0,1,22
497,2017-01-04,43,0,1,44
498,2017-01-04,44,14,0,30
499,2017-01-04,44,0,2,28
500,2017-01-04,45,15,0,49
501,2017-01-04,47,16,0,30
502,2017-01-04,49,12,0,42
503,2017-01-04,49,0,2,40
504,2017-01-04,50,10,0,36
505,2017-01-04,51,11,0,48
506,2017-01-04,51,0,1,47
507,2017-01-04,52,17,0,42
508,2017-01-04,52,0,1,41
509,2017-01-04,54,0,1,34
510,2017-01-04,55,11,0,38
511,2017-01-04,55,0,1,37
512,2017-01-04,56,20,0,20
513,2017-01-04,56,0,1,19
514,2017-01-04,57,0,2,25
515,2017-01-04,58,17,0,63
516,2017-01-04,58,0,2,61
517,2017-01-04,60,18,0,52
518,2017-01-04,60,0,1,51
519,2017-01-04,61,0,2,6
520,2017-01-04,63,20,0,20
521,2017-01-04,63,0,1,19
522,2017-01-04,65,16,0,38
523,2017-01-04,68,20,0,44
524,2017-01-04,69,11,0,45
525,2017-01-04,69,0,2,43
526,2017-01-04,71,18,0,55
527,2017-01-04,71,0,1,54
528,2017-01-04,72,14,0,40
529,2017-01-04,72,0,2,38
530,2017-01-04,73,20,0,41
531,2017-01-04,75,0,1,29
532,2017-01-04,76,20,0,49
533,2017-01-04,76,0,1,48
534,2017-01-04,77,15,0,44
535,2017-01-04,82,20,0,35
536,2017-01-04,82,0,3,32
537,2017-01-04,83,18,0,38
538,2017-01-04,83,0,1,37
539,2017-01-04,83,0,2,35
540,2017-01-04,84,0,3,4
541,2017-01-04,86,0,3,44
542,2017-01-04,86,0,1,43
543,2017-01-04,87,0,1,19
544,2017-01-04,88,18,0,18
545,2017-01-04,88,0,2,16
546,2017-01-04,90,0,2,4
547,2017-01-04,91,16,0,36
548,2017-01-04,92,12,0,32
549,2017-01-04,92,0,2,30
550,2017-01-04,92,0,2,28
551,2017-01-04,94,0,2,24
552,2017-01-04,94,0,1,23
553,2017-01-04,95,14,0,22
554,2017-01-04,96,12,0,40
555,2017-01-04,96,0,2,38
556,2017-01-04,97,13,0,42
557,2017-01-04,97,0,2,40
558,2017-01-04,98,0,3,23
559,2017-01-04,98,0,3,20
560,2017-01-04,99,0,2,39
561,2017-01-04,99,0,3,36
562,2017-01-04,100,0,2,20
563,2017-01-04,100,0,1,19
564,2017-01-04,102,0,3,16
565,2017-01-04,102,0,6,10
566,2017-01-04,102,0,6,4
567,2017-01-04,102,0,4,0
568,2017-01-04,103,16,0,16
569,2017-01-04,103,0,4,12
570,2017-01-04,103,0,2,10
571,2017-01-04,103,0,1,9
572,2017-01-04,103,0,5,4
573,2017-01-04,103,0,3,1
574,2017-01-04,104,20,0,20
575,2017-01-04,104,0,1,19
576,2017-01-04,104,0,7,12
577,2017-01-04,105,15,0,15
578,2017-01-04,105,0,3,12
579,2017-01-04,106,17,0,17
580,2017-01-04,106,0,7,10
581,2017-01-04,107,18,0,31
582,2017-01-04,107,0,6,25
583,2017-01-04,107,0,8,17
584,2017-01-04,107,0,3,14
585,2017-01-04,109,19,0,19
586,2017-01-04,109,0,4,15
587,2017-01-04,109,0,7,8
588,2017-01-04,111,10,0,10
589,2017-01-04,111,0,2,8
590,2017-01-04,111,0,6,2
591,2017-01-04,114,0,5,7
592,2017-01-04,114,0,1,6
593,2017-01-04,114,0,2,4
594,2017-01-04,114,0,4,0
595,2017-01-04,117,11,0,11
596,2017-01-04,117,0,5,6
597,2017-01-04,117,0,2,4
598,2017-01-04,117,0,3,1
599,2017-01-04,117,0,1,0
600,2017-01-04,118,19,0,19
601,2017-01-04,118,0,1,18
602,2017-01-04,118,0,4,14
603,2017-01-04,118,0,4,10
604,2017-01-04,118,0,4,6
605,2017-01-04,118,0,4,2
606,2017-01-04,119,13,0,13
607,2017-01-04,119,0,4,9
608,2017-01-04,119,0,5,4
609,2017-01-04,120,0,8,0
610,2017-01-04,123,15,0,15
611,2017-01-04,123,0,5,10
612,2017-01-04,123,0,1,9
613,2017-01-04,123,0,8,1
614,2017-01-04,125,20,0,20
615,2017-01-04,125,0,5,15
616,2017-01-04,125,0,6,9
617,2017-01-04,125,0,1,8
618,2017-01-05,2,11,0,11
619,2017-01-05,4,19,0,51
620,2017-01-05,5,17,0,47
621,2017-01-05,5,0,1,46
622,2017-01-05,6,0,1,58
623,2017-01-05,7,17,0,46
624,2017-01-05,8,19,0,43
625,2017-01-05,9,0,1,23
626,2017-01-05,11,0,1,27
627,2017-01-05,12,10,0,21
628,2017-01-05,15,16,0,49
629,2017-01-05,16,16,0,52
630,2017-01-05,17,0,1,25
631,2017-01-05,18,18,0,72
632,2017-01-05,18,0,1,71
633,2017-01-05,19,19,0,67
634,2017-01-05,21,0,1,36
635,2017-01-05,22,11,0,19
636,2017-01-05,22,0,1,18
637,2017-01-05,23,16,0,44
638,2017-01-05,24,0,1,39
639,2017-01-05,25,11,0,11
640,2017-01-05,25,0,2,9
641,2017-01-05,26,20,0,79
642,2017-01-05,26,0,2,77
643,2017-01-05,28,0,1,26
644,2017-01-05,30,0,2,4
645,2017-01-05,31,20,0,30
646,2017-01-05,33,13,0,23
647,2017-01-05,36,18,0,68
648,2017-01-05,36,0,2,66
649,2017-01-05,38,12,0,58
650,2017-01-05,39,19,0,35
651,2017-01-05,40,0,1,11
652,2017-01-05,41,17,0,36
653,2017-01-05,44,15,0,43
654,2017-01-05,45,15,0,64
655,2017-01-05,45,0,1,63
656,2017-01-05,46,0,2,30
657,2017-01-05,48,13,0,28
658,2017-01-05,48,0,2,26
659,2017-01-05,49,13,0,53
660,2017-01-05,50,14,0,50
661,2017-01-05,50,0,1,49
662,2017-01-05,51,12,0,59
663,2017-01-05,52,0,1,40
664,2017-01-05,53,15,0,32
665,2017-01-05,53,0,1,31
666,2017-01-05,54,17,0,51
667,2017-01-05,54,0,2,49
668,2017-01-05,55,14,0,51
669,2017-01-05,60,10,0,61
670,2017-01-05,60,0,2,59
671,2017-01-05,61,20,0,26
672,2017-01-05,61,0,2,24
673,2017-01-05,62,20,0,40
674,2017-01-05,62,0,2,38
675,2017-01-05,63,13,0,32
676,2017-01-05,64,13,0,50
677,2017-01-05,64,0,1,49
678,2017-01-05,68,0,1,43
679,2017-01-05,69,0,1,42
680,2017-01-05,71,20,0,74
681,2017-01-05,71,0,1,73
682,2017-01-05,72,0,1,37
683,2017-01-05,73,19,0,60
684,2017-01-05,73,0,2,58
685,2017-01-05,74,20,0,45
686,2017-01-05,75,0,1,28
687,2017-01-05,76,19,0,67
688,2017-01-05,76,0,3,64
689,2017-01-05,77,0,2,42
690,2017-01-05,78,13,0,39
691,2017-01-05,78,0,2,37
692,2017-01-05,78,0,1,36
693,2017-01-05,80,10,0,25
694,2017-01-05,81,17,0,36
695,2017-01-05,81,0,2,34
696,2017-01-05,81,0,2,32
697,2017-01-05,83,17,0,52
698,2017-01-05,83,0,2,50
699,2017-01-05,83,0,1,49
700,2017-01-05,84,19,0,23
701,2017-01-05,84,0,1,22
702,2017-01-05,85,13,0,26
703,2017-01-05,85,0,2,24
704,2017-01-05,86,20,0,63
705,2017-01-05,86,0,1,62
706,2017-01-05,86,0,1,61
707,2017-01-05,87,16,0,35
708,2017-01-05,88,0,1,15
709,2017-01-05,88,0,3,12
710,2017-01-05,89,15,0,15
711,2017-01-05,89,0,1,14
712,2017-01-05,89,0,1,13
713,2017-01-05,91,10,0,46
714,2017-01-05,91,0,1,45
715,2017-01-05,94,0,3,20
716,2017-01-05,95,16,0,38
717,2017-01-05,95,0,2,36
718,2017-01-05,97,13,0,53
719,2017-01-05,97,0,1,52
720,2017-01-05,99,16,0,52
721,2017-01-05,100,10,0,29
722,2017-01-05,100,0,2,27
723,2017-01-05,101,20,0,20
724,2017-01-05,101,0,6,14
725,2017-01-05,101,0,6,8
726,2017-01-05,103,0,1,0
727,2017-01-05,104,20,0,32
728,2017-01-05,104,0,1,31
729,2017-01-05,105,14,0,26
730,2017-01-05,105,0,1,25
731,2017-01-05,106,19,0,29
732,2017-01-05,106,0,4,25
733,2017-01-05,106,0,5,20
734,2017-01-05,106,0,6,14
735,2017-01-05,106,0,7,7
736,2017-01-05,107,0,3,11
737,2017-01-05,107,0,4,7
738,2017-01-05,107,0,3,4
739,2017-01-05,107,0,4,0
740,2017-01-05,109,0,2,6
741,2017-01-05,109,0,5,1
742,2017-01-05,109,0,1,0
743,2017-01-05,111,0,2,0
744,2017-01-05,112,17,0,17
745,2017-01-05,112,0,3,14
746,2017-01-05,112,0,5,9
747,2017-01-05,113,14,0,14
748,2017-01-05,113,0,5,9
749,2017-01-05,113,0,2,7
750,2017-01-05,114,17,0,17
751,2017-01-05,114,0,7,10
752,2017-01-05,114,0,1,9
753,2017-01-05,114,0,5,4
754,2017-01-05,114,0,4,0
755,2017-01-05,116,18,0,18
756,2017-01-05,116,0,5,13
757,2017-01-05,116,0,8,5
758,2017-01-05,116,0,1,4
759,2017-01-05,117,18,0,18
760,2017-01-05,117,0,5,13
761,2017-01-05,118,0,2,0
762,2017-01-05,119,0,1,3
763,2017-01-05,121,11,0,11
764,2017-01-05,121,0,6,5
765,2017-01-05,121,0,3,2
766,2017-01-05,123,15,0,16
767,2017-01-05,123,0,7,9
768,2017-01-05,123,0,3,6
769,2017-01-05,123,0,5,1
770,2017-01-05,123,0,1,0
771,2017-01-05,125,0,3,5
772,2017-01-05,125,0,3,2
773,2017-01-05,125,0,2,0
774,2017-01-06,2,11,0,22
775,2017-01-06,2,0,1,21
776,2017-01-06,3,14,0,72
777,2017-01-06,4,0,1,50
778,2017-01-06,5,14,0,60
779,2017-01-06,6,0,2,56
780,2017-01-06,8,16,0,59
781,2017-01-06,8,0,1,58
782,2017-01-06,9,0,1,22
783,2017-01-06,10,10,0,45
784,2017-01-06,10,0,2,43
785,2017-01-06,11,19,0,46
786,2017-01-06,12,15,0,36
787,2017-01-06,13,0,1,22
788,2017-01-06,14,0,2,17
789,2017-01-06,15,20,0,69
790,2017-01-06,15,0,1,68
791,2017-01-06,16,0,1,51
792,2017-01-06,17,0,2,23
793,2017-01-06,19,11,0,78
794,2017-01-06,20,15,0,44
795,2017-01-06,21,16,0,52
796,2017-01-06,22,0,2,16
797,2017-01-06,24,15,0,54
798,2017-01-06,25,17,0,26
799,2017-01-06,26,0,2,75
800,2017-01-06,27,0,2,26
801,2017-01-06,28,12,0,38
802,2017-01-06,28,0,1,37
803,2017-01-06,30,16,0,20
804,2017-01-06,31,0,2,28
805,2017-01-06,33,0,2,21
806,2017-01-06,34,11,0,38
807,2017-01-06,34,0,2,36
808,2017-01-06,36,0,2,64
809,2017-01-06,38,16,0,74
810,2017-01-06,38,0,2,72
811,2017-01-06,39,13,0,48
812,2017-01-06,39,0,2,46
813,2017-01-06,40,15,0,26
814,2017-01-06,43,0,2,42
815,2017-01-06,46,0,2,28
816,2017-01-06,47,11,0,41
817,2017-01-06,48,0,1,25
818,2017-01-06,50,10,0,59
