InventoryMovementKey,MovementDate,ProductN,UnitsIn,UnitsOut,UnitsBalance
257,2023-09-02,8,12,0,12
258,2023-09-02,8,0,2,10
259,2023-09-02,8,0,3,7
260,2023-09-02,10,15,0,28
261,2023-09-02,10,0,3,25
262,2023-09-02,11,0,2,16
263,2023-09-02,12,14,0,24
264,2023-09-02,12,0,5,19
265,2023-09-02,12,0,6,13
266,2023-09-02,12,0,6,7
267,2023-09-02,13,12,0,23
268,2023-09-02,13,0,3,20
269,2023-09-02,13,0,2,18
270,2023-09-02,13,0,1,17
271,2023-09-02,13,0,5,12
272,2023-09-02,14,14,0,14
273,2023-09-02,15,18,0,18
274,2023-09-02,15,0,6,12
275,2023-09-02,15,0,5,7
276,2023-09-02,16,10,0,13
277,2023-09-02,16,0,3,10
278,2023-09-02,19,15,0,15
279,2023-09-02,19,0,2,13
280,2023-09-02,20,0,5,5
281,2023-09-02,20,0,5,0
282,2023-09-02,21,15,0,15
283,2023-09-02,21,0,2,13
284,2023-09-02,23,16,0,30
285,2023-09-02,23,0,7,23
286,2023-09-02,24,15,0,21
287,2023-09-02,24,0,5,16
288,2023-09-02,25,13,0,30
289,2023-09-02,25,0,3,27
290,2023-09-02,27,19,0,22
291,2023-09-02,27,0,7,15
292,2023-09-02,27,0,7,8
293,2023-09-02,27,0,6,2
294,2023-09-02,27,0,1,1
295,2023-09-02,29,0,4,9
296,2023-09-02,29,0,1,8
297,2023-09-02,29,0,6,2
298,2023-09-02,31,12,0,18
299,2023-09-02,31,0,7,11
300,2023-09-02,31,0,6,5
301,2023-09-02,32,20,0,34
302,2023-09-02,32,0,6,28
303,2023-09-02,32,0,3,25
304,2023-09-02,32,0,3,22
305,2023-09-02,33,12,0,18
306,2023-09-02,33,0,4,14
307,2023-09-02,34,14,0,15
308,2023-09-02,34,0,4,11
309,2023-09-02,35,14,0,19
310,2023-09-02,36,12,0,19
311,2023-09-02,36,0,6,13
312,2023-09-02,36,0,1,12
313,2023-09-02,36,0,2,10
314,2023-09-02,36,0,6,4
315,2023-09-02,36,0,4,0
316,2023-09-02,37,18,0,18
317,2023-09-02,37,0,5,13
318,2023-09-02,40,0,7,1
319,2023-09-02,40,0,1,0
320,2023-09-02,41,11,0,11
321,2023-09-02,43,11,0,11
322,2023-09-02,47,14,0,14
323,2023-09-02,47,0,7,7
324,2023-09-02,47,0,2,5
325,2023-09-02,47,0,2,3
326,2023-09-02,48,20,0,20
327,2023-09-02,50,12,0,12
328,2023-09-02,50,0,1,11
329,2023-09-02,50,0,5,6
330,2023-09-02,50,0,6,0
331,2023-09-02,51,11,0,11
332,2023-09-02,51,0,2,9
333,2023-09-02,51,0,7,2
334,2023-09-02,51,0,2,0
335,2023-09-02,52,11,0,18
336,2023-09-02,52,0,1,17
337,2023-09-02,52,0,5,12
338,2023-09-02,52,0,3,9
339,2023-09-02,52,0,1,8
340,2023-09-02,52,0,2,6
341,2023-09-02,53,0,1,1
342,2023-09-02,54,15,0,15
343,2023-09-02,54,0,5,10
344,2023-09-02,54,0,2,8
345,2023-09-02,54,0,7,1
346,2023-09-02,54,0,1,0
347,2023-09-02,55,20,0,20
348,2023-09-02,55,0,6,14
349,2023-09-02,55,0,6,8
350,2023-09-02,55,0,5,3
351,2023-09-02,55,0,2,1
352,2023-09-02,58,20,0,27
353,2023-09-02,58,0,6,21
354,2023-09-02,58,0,2,19
355,2023-09-02,60,17,0,27
356,2023-09-02,60,0,6,21
357,2023-09-02,60,0,2,19
358,2023-09-02,60,0,2,17
359,2023-09-02,60,0,3,14
360,2023-09-02,63,0,5,0
361,2023-09-02,64,0,1,18
362,2023-09-02,64,0,6,12
363,2023-09-02,65,16,0,21
364,2023-09-02,65,0,4,17
365,2023-09-02,65,0,4,13
366,2023-09-02,67,14,0,14
367,2023-09-02,67,0,1,13
368,2023-09-02,68,14,0,14
369,2023-09-02,68,0,3,11
370,2023-09-02,69,0,7,0
371,2023-09-02,71,14,0,14
372,2023-09-02,71,0,4,10
373,2023-09-02,71,0,5,5
374,2023-09-02,71,0,1,4
375,2023-09-02,71,0,3,1
376,2023-09-02,71,0,1,0
377,2023-09-02,72,11,0,11
378,2023-09-02,72,0,5,6
379,2023-09-02,72,0,4,2
380,2023-09-02,73,11,0,11
381,2023-09-02,73,0,5,6
382,2023-09-02,73,0,6,0
383,2023-09-02,75,0,6,5
384,2023-09-02,75,0,5,0
385,2023-09-02,76,18,0,32
386,2023-09-02,76,0,7,25
387,2023-09-02,76,0,4,21
388,2023-09-02,76,0,7,14
389,2023-09-02,76,0,6,8
390,2023-09-02,77,10,0,23
391,2023-09-02,80,0,3,0
392,2023-09-02,81,11,0,11
393,2023-09-02,81,0,6,5
394,2023-09-02,81,0,5,0
395,2023-09-02,82,19,0,19
396,2023-09-02,84,0,4,4
397,2023-09-02,86,20,0,20
398,2023-09-02,86,0,3,17
399,2023-09-02,88,16,0,16
400,2023-09-02,88,0,3,13
401,2023-09-02,88,0,4,9
402,2023-09-02,88,0,7,2
403,2023-09-02,88,0,2,0
404,2023-09-02,89,13,0,13
405,2023-09-02,90,19,0,19
406,2023-09-02,90,0,7,12
407,2023-09-02,90,0,7,5
408,2023-09-02,90,0,5,0
409,2023-09-02,91,0,5,4
410,2023-09-02,93,15,0,15
411,2023-09-02,93,0,4,11
412,2023-09-02,93,0,5,6
413,2023-09-02,93,0,5,1
414,2023-09-02,93,0,1,0
415,2023-09-02,94,0,6,0
416,2023-09-02,97,20,0,28
417,2023-09-02,97,0,4,24
418,2023-09-02,100,14,0,15
419,2023-09-02,100,0,2,13
420,2023-09-02,100,0,1,12
421,2023-09-02,100,0,2,10
422,2023-09-02,100,0,6,4
423,2023-09-02,100,0,1,3
424,2023-09-02,101,10,0,10
425,2023-09-02,101,0,3,7
426,2023-09-02,101,0,7,0
427,2023-09-02,102,15,0,15
428,2023-09-02,102,0,3,12
429,2023-09-02,102,0,6,6
430,2023-09-02,102,0,4,2
431,2023-09-02,102,0,2,0
432,2023-09-02,104,0,2,7
433,2023-09-02,104,0,1,6
434,2023-09-02,104,0,4,2
435,2023-09-02,104,0,1,1
436,2023-09-02,104,0,1,0
437,2023-09-02,105,19,0,19
438,2023-09-02,105,0,4,15
439,2023-09-02,105,0,1,14
440,2023-09-02,106,0,3,11
441,2023-09-02,106,0,4,7
442,2023-09-02,106,0,5,2
443,2023-09-02,106,0,2,0
444,2023-09-02,108,0,5,6
445,2023-09-02,108,0,4,2
446,2023-09-02,108,0,2,0
447,2023-09-02,110,10,0,10
448,2023-09-02,110,0,3,7
449,2023-09-02,110,0,2,5
450,2023-09-02,110,0,5,0
451,2023-09-02,112,11,0,11
452,2023-09-02,112,0,1,10
453,2023-09-02,112,0,3,7
454,2023-09-02,112,0,3,4
455,2023-09-02,112,0,4,0
456,2023-09-02,115,12,0,22
457,2023-09-02,115,0,7,15
458,2023-09-02,116,18,0,18
459,2023-09-02,116,0,2,16
460,2023-09-02,116,0,1,15
461,2023-09-02,118,10,0,28
462,2023-09-02,119,17,0,26
463,2023-09-02,120,11,0,29
464,2023-09-02,120,0,7,22
465,2023-09-02,120,0,3,19
466,2023-09-02,122,18,0,18
467,2023-09-02,122,0,7,11
468,2023-09-02,122,0,1,10
469,2023-09-02,122,0,5,5
470,2023-09-02,123,10,0,10
471,2023-09-02,123,0,2,8
472,2023-09-02,123,0,1,7
473,2023-09-02,124,0,4,0
474,2023-09-02,125,16,0,16
475,2023-09-02,125,0,2,14
476,2023-09-02,125,0,7,7
477,2023-09-02,125,0,4,3
478,2023-09-02,125,0,2,1
479,2023-09-03,2,0,3,3
480,2023-09-03,2,0,1,2
481,2023-09-03,2,0,2,0
482,2023-09-03,5,19,0,34
483,2023-09-03,6,12,0,12
484,2023-09-03,6,0,5,7
485,2023-09-03,6,0,3,4
486,2023-09-03,6,0,4,0
487,2023-09-03,8,17,0,24
488,2023-09-03,8,0,1,23
489,2023-09-03,8,0,3,20
490,2023-09-03,8,0,2,18
491,2023-09-03,8,0,5,13
492,2023-09-03,8,0,6,7
493,2023-09-03,9,16,0,16
494,2023-09-03,9,0,3,13
495,2023-09-03,9,0,2,11
496,2023-09-03,9,0,4,7
497,2023-09-03,9,0,4,3
498,2023-09-03,10,10,0,35
499,2023-09-03,11,0,7,9
500,2023-09-03,11,0,6,3
501,2023-09-03,11,0,3,0
502,2023-09-03,12,16,0,23
503,2023-09-03,12,0,3,20
504,2023-09-03,12,0,2,18
505,2023-09-03,12,0,7,11
506,2023-09-03,13,18,0,30
507,2023-09-03,13,0,4,26
508,2023-09-03,14,0,1,13
509,2023-09-03,14,0,4,9
510,2023-09-03,14,0,7,2
511,2023-09-03,14,0,2,0
512,2023-09-03,16,17,0,27
513,2023-09-03,16,0,6,21
514,2023-09-03,16,0,6,15
515,2023-09-03,16,0,4,11
516,2023-09-03,21,0,5,8
517,2023-09-03,21,0,3,5
518,2023-09-03,21,0,2,3
519,2023-09-03,21,0,2,1
520,2023-09-03,23,0,6,17
521,2023-09-03,23,0,1,16
522,2023-09-03,23,0,7,9
523,2023-09-03,24,13,0,29
524,2023-09-03,24,0,7,22
525,2023-09-03,24,0,3,19
526,2023-09-03,25,20,0,47
527,2023-09-03,25,0,1,46
528,2023-09-03,25,0,3,43
529,2023-09-03,25,0,3,40
530,2023-09-03,27,11,0,12
531,2023-09-03,27,0,5,7
532,2023-09-03,29,0,2,0
533,2023-09-03,31,0,1,4
534,2023-09-03,31,0,4,0
535,2023-09-03,32,0,1,21
536,2023-09-03,32,0,4,17
537,2023-09-03,32,0,2,15
538,2023-09-03,32,0,7,8
539,2023-09-03,32,0,3,5
540,2023-09-03,33,0,3,11
541,2023-09-03,33,0,2,9
542,2023-09-03,33,0,2,7
543,2023-09-03,34,0,3,8
544,2023-09-03,34,0,7,1
545,2023-09-03,35,16,0,35
546,2023-09-03,35,0,4,31
547,2023-09-03,35,0,7,24
548,2023-09-03,35,0,2,22
549,2023-09-03,37,0,2,11
550,2023-09-03,37,0,4,7
551,2023-09-03,37,0,1,6
552,2023-09-03,37,0,2,4
553,2023-09-03,38,15,0,15
554,2023-09-03,40,17,0,17
555,2023-09-03,40,0,3,14
556,2023-09-03,40,0,4,10
557,2023-09-03,40,0,1,9
558,2023-09-03,41,0,6,5
559,2023-09-03,42,16,0,16
560,2023-09-03,42,0,5,11
561,2023-09-03,42,0,7,4
562,2023-09-03,42,0,4,0
563,2023-09-03,43,18,0,29
564,2023-09-03,45,20,0,20
565,2023-09-03,45,0,2,18
566,2023-09-03,45,0,4,14
567,2023-09-03,45,0,5,9
568,2023-09-03,45,0,1,8
569,2023-09-03,46,20,0,20
570,2023-09-03,47,17,0,20
571,2023-09-03,47,0,5,15
572,2023-09-03,47,0,7,8
573,2023-09-03,48,0,2,18
574,2023-09-03,49,14,0,14
575,2023-09-03,49,0,4,10
576,2023-09-03,49,0,2,8
577,2023-09-03,49,0,2,6
578,2023-09-03,49,0,2,4
579,2023-09-03,50,19,0,19
580,2023-09-03,52,11,0,17
581,2023-09-03,52,0,4,13
582,2023-09-03,52,0,3,10
583,2023-09-03,52,0,5,5
584,2023-09-03,52,0,3,2
585,2023-09-03,53,0,1,0
586,2023-09-03,55,0,1,0
587,2023-09-03,56,17,0,17
588,2023-09-03,56,0,5,12
589,2023-09-03,56,0,5,7
590,2023-09-03,58,0,3,16
591,2023-09-03,58,0,7,9
592,2023-09-03,58,0,5,4
593,2023-09-03,58,0,4,0
594,2023-09-03,59,11,0,11
595,2023-09-03,59,0,3,8
596,2023-09-03,60,0,2,12
597,2023-09-03,60,0,2,10
598,2023-09-03,60,0,3,7
599,2023-09-03,60,0,7,0
600,2023-09-03,62,14,0,14
601,2023-09-03,62,0,2,12
602,2023-09-03,63,18,0,18
603,2023-09-03,65,0,6,7
604,2023-09-03,65,0,5,2
605,2023-09-03,65,0,1,1
606,2023-09-03,65,0,1,0
607,2023-09-03,67,0,2,11
608,2023-09-03,67,0,4,7
609,2023-09-03,67,0,3,4
610,2023-09-03,67,0,4,0
611,2023-09-03,68,0,6,5
612,2023-09-03,68,0,5,0
613,2023-09-03,71,14,0,14
614,2023-09-03,71,0,1,13
615,2023-09-03,71,0,3,10
616,2023-09-03,72,11,0,13
617,2023-09-03,74,16,0,32
618,2023-09-03,74,0,2,30
619,2023-09-03,74,0,5,25
620,2023-09-03,74,0,1,24
621,2023-09-03,74,0,4,20
622,2023-09-03,75,15,0,15
623,2023-09-03,75,0,6,9
624,2023-09-03,75,0,3,6
625,2023-09-03,75,0,3,3
626,2023-09-03,76,0,7,1
627,2023-09-03,76,0,1,0
628,2023-09-03,77,10,0,33
629,2023-09-03,77,0,5,28
630,2023-09-03,77,0,3,25
631,2023-09-03,77,0,5,20
632,2023-09-03,78,0,6,8
633,2023-09-03,79,17,0,22
634,2023-09-03,79,0,2,20
635,2023-09-03,79,0,1,19
636,2023-09-03,79,0,7,12
637,2023-09-03,81,14,0,14
638,2023-09-03,81,0,3,11
639,2023-09-03,81,0,6,5
640,2023-09-03,81,0,5,0
641,2023-09-03,82,0,1,18
642,2023-09-03,84,0,2,2
643,2023-09-03,85,14,0,14
644,2023-09-03,85,0,7,7
645,2023-09-03,85,0,2,5
646,2023-09-03,85,0,4,1
647,2023-09-03,86,14,0,31
648,2023-09-03,86,0,7,24
649,2023-09-03,86,0,4,20
650,2023-09-03,86,0,1,19
651,2023-09-03,87,20,0,20
652,2023-09-03,87,0,7,13
653,2023-09-03,87,0,1,12
654,2023-09-03,87,0,7,5
655,2023-09-03,88,13,0,13
656,2023-09-03,88,0,2,11
657,2023-09-03,88,0,2,9
658,2023-09-03,89,10,0,23
659,2023-09-03,89,0,1,22
660,2023-09-03,89,0,4,18
661,2023-09-03,91,0,4,0
662,2023-09-03,95,0,5,12
663,2023-09-03,95,0,6,6
664,2023-09-03,95,0,3,3
665,2023-09-03,96,19,0,34
666,2023-09-03,96,0,3,31
667,2023-09-03,98,20,0,20
668,2023-09-03,98,0,7,13
669,2023-09-03,98,0,6,7
670,2023-09-03,100,17,0,20
671,2023-09-03,100,0,1,19
672,2023-09-03,100,0,3,16
673,2023-09-03,100,0,3,13
674,2023-09-03,100,0,2,11
675,2023-09-03,102,15,0,15
676,2023-09-03,102,0,2,13
677,2023-09-03,102,0,1,12
678,2023-09-03,102,0,4,8
679,2023-09-03,102,0,1,7
680,2023-09-03,103,12,0,12
681,2023-09-03,104,13,0,13
682,2023-09-03,104,0,6,7
683,2023-09-03,104,0,2,5
684,2023-09-03,105,18,0,32
685,2023-09-03,107,15,0,15
686,2023-09-03,110,13,0,13
687,2023-09-03,110,0,3,10
688,2023-09-03,110,0,6,4
689,2023-09-03,115,0,2,13
690,2023-09-03,116,20,0,35
691,2023-09-03,118,10,0,38
692,2023-09-03,118,0,1,37
693,2023-09-03,118,0,7,30
694,2023-09-03,118,0,3,27
695,2023-09-03,118,0,3,24
696,2023-09-03,118,0,3,21
697,2023-09-03,119,0,2,24
698,2023-09-03,119,0,7,17
699,2023-09-03,120,12,0,31
700,2023-09-03,120,0,4,27
701,2023-09-03,120,0,4,23
702,2023-09-03,120,0,4,19
703,2023-09-03,121,10,0,10
704,2023-09-03,121,0,3,7
705,2023-09-03,122,15,0,20
706,2023-09-03,122,0,5,15
707,2023-09-03,122,0,5,10
708,2023-09-03,122,0,5,5
709,2023-09-03,124,10,0,10
710,2023-09-03,124,0,3,7
711,2023-09-03,124,0,1,6
712,2023-09-03,125,0,1,0
