InventoryMovementKey,MovementDate,ProductN,UnitsIn,UnitsOut,UnitsBalance
76,2023-09-01,60,0,5,3
77,2023-09-01,60,0,1,2
78,2023-09-01,60,0,2,0
79,2023-09-01,61,10,0,10
80,2023-09-01,61,0,4,6
81,2023-09-01,61,0,6,0
82,2023-09-01,64,16,0,16
83,2023-09-01,64,0,7,9
84,2023-09-01,64,0,1,8
85,2023-09-01,64,0,5,3
86,2023-09-01,65,16,0,16
87,2023-09-01,72,15,0,15
88,2023-09-01,72,0,4,11
89,2023-09-01,72,0,4,7
90,2023-09-01,73,14,0,14
91,2023-09-01,73,0,7,7
92,2023-09-01,73,0,3,4
93,2023-09-01,73,0,2,2
94,2023-09-01,73,0,2,0
95,2023-09-01,75,17,0,17
96,2023-09-01,75,0,4,13
97,2023-09-01,75,0,2,11
98,2023-09-01,76,15,0,15
99,2023-09-01,76,0,6,9
100,2023-09-01,76,0,3,6
101,2023-09-01,76,0,6,0
102,2023-09-01,78,16,0,16
103,2023-09-01,83,14,0,14
104,2023-09-01,83,0,1,13
105,2023-09-01,83,0,6,7
106,2023-09-01,83,0,6,1
107,2023-09-01,83,0,1,0
108,2023-09-01,84,18,0,18
109,2023-09-01,84,0,2,16
110,2023-09-01,84,0,1,15
111,2023-09-01,84,0,2,13
112,2023-09-01,87,18,0,18
113,2023-09-01,88,17,0,17
114,2023-09-01,88,0,2,15
115,2023-09-01,88,0,5,10
116,2023-09-01,88,0,7,3
117,2023-09-01,89,20,0,20
118,2023-09-01,89,0,5,15
119,2023-09-01,89,0,6,9
120,2023-09-01,90,10,0,10
121,2023-09-01,90,0,3,7
122,2023-09-01,90,0,3,4
123,2023-09-01,90,0,3,1
124,2023-09-01,90,0,1,0
125,2023-09-01,93,15,0,15
126,2023-09-01,93,0,3,12
127,2023-09-01,93,0,1,11
128,2023-09-01,94,20,0,20
129,2023-09-01,94,0,4,16
130,2023-09-01,94,0,6,10
131,2023-09-01,94,0,1,9
132,2023-09-01,94,0,7,2
133,2023-09-01,99,20,0,20
134,2023-09-01,99,0,5,15
135,2023-09-01,99,0,4,11
136,2023-09-01,99,0,1,10
137,2023-09-01,99,0,5,5
138,2023-09-01,103,13,0,13
139,2023-09-01,103,0,7,6
140,2023-09-01,103,0,2,4
141,2023-09-01,103,0,4,0
142,2023-09-01,104,11,0,11
143,2023-09-01,104,0,2,9
144,2023-09-01,109,16,0,16
145,2023-09-01,112,14,0,14
146,2023-09-01,112,0,4,10
147,2023-09-01,113,19,0,19
148,2023-09-01,113,0,3,16
149,2023-09-01,119,20,0,20
150,2023-09-01,120,12,0,12
151,2023-09-01,121,13,0,13
152,2023-09-01,121,0,5,8
153,2023-09-01,121,0,6,2
154,2023-09-01,122,20,0,20
155,2023-09-01,122,0,4,16
156,2023-09-01,124,12,0,12
157,2023-09-02,1,0,6,3
158,2023-09-02,1,0,2,1
159,2023-09-02,1,0,1,0
160,2023-09-02,2,19,0,19
161,2023-09-02,2,0,7,12
162,2023-09-02,3,18,0,18
163,2023-09-02,3,0,1,17
164,2023-09-02,4,18,0,18
165,2023-09-02,4,0,4,14
166,2023-09-02,5,0,3,1
167,2023-09-02,5,0,1,0
168,2023-09-02,7,18,0,18
169,2023-09-02,7,0,3,15
170,2023-09-02,7,0,5,10
171,2023-09-02,7,0,6,4
172,2023-09-02,7,0,4,0
173,2023-09-02,9,10,0,10
174,2023-09-02,10,14,0,14
175,2023-09-02,10,0,4,10
176,2023-09-02,10,0,3,7
177,2023-09-02,12,10,0,10
178,2023-09-02,12,0,7,3
179,2023-09-02,12,0,2,1
180,2023-09-02,12,0,1,0
181,2023-09-02,13,19,0,36
182,2023-09-02,14,18,0,18
183,2023-09-02,17,10,0,10
184,2023-09-02,19,0,4,9
185,2023-09-02,19,0,6,3
186,2023-09-02,19,0,1,2
187,2023-09-02,19,0,1,1
188,2023-09-02,19,0,1,0
189,2023-09-02,21,13,0,13
190,2023-09-02,21,0,7,6
191,2023-09-02,21,0,6,0
192,2023-09-02,22,0,6,3
193,2023-09-02,22,0,1,2
194,2023-09-02,22,0,2,0
195,2023-09-02,24,14,0,14
196,2023-09-02,26,12,0,12
197,2023-09-02,26,0,6,6
198,2023-09-02,26,0,6,0
199,2023-09-02,27,0,2,8
200,2023-09-02,27,0,2,6
201,2023-09-02,27,0,1,5
202,2023-09-02,27,0,2,3
203,2023-09-02,27,0,3,0
204,2023-09-02,31,16,0,16
205,2023-09-02,31,0,7,9
206,2023-09-02,31,0,7,2
207,2023-09-02,32,11,0,21
208,2023-09-02,32,0,5,16
209,2023-09-02,32,0,2,14
210,2023-09-02,34,10,0,10
211,2023-09-02,34,0,1,9
212,2023-09-02,35,12,0,12
213,2023-09-02,37,18,0,18
214,2023-09-02,37,0,7,11
215,2023-09-02,37,0,1,10
216,2023-09-02,38,16,0,16
217,2023-09-02,38,0,3,13
218,2023-09-02,39,18,0,27
219,2023-09-02,39,0,2,25
220,2023-09-02,40,12,0,12
221,2023-09-02,40,0,5,7
222,2023-09-02,40,0,2,5
223,2023-09-02,40,0,4,1
224,2023-09-02,41,11,0,11
225,2023-09-02,43,20,0,20
226,2023-09-02,43,0,3,17
227,2023-09-02,43,0,3,14
228,2023-09-02,43,0,5,9
229,2023-09-02,43,0,3,6
230,2023-09-02,44,20,0,31
231,2023-09-02,44,0,3,28
232,2023-09-02,45,15,0,15
233,2023-09-02,46,0,5,0
234,2023-09-02,48,16,0,16
235,2023-09-02,48,0,3,13
236,2023-09-02,49,19,0,38
237,2023-09-02,49,0,1,37
238,2023-09-02,49,0,6,31
239,2023-09-02,49,0,1,30
240,2023-09-02,49,0,5,25
241,2023-09-02,50,11,0,11
242,2023-09-02,50,0,5,6
243,2023-09-02,50,0,5,1
244,2023-09-02,50,0,1,0
245,2023-09-02,51,0,5,5
246,2023-09-02,52,20,0,20
247,2023-09-02,52,0,5,15
248,2023-09-02,52,0,4,11
249,2023-09-02,52,0,3,8
250,2023-09-02,52,0,7,1
251,2023-09-02,52,0,1,0
252,2023-09-02,53,15,0,15
253,2023-09-02,53,0,6,9
254,2023-09-02,53,0,7,2
255,2023-09-02,53,0,2,0
256,2023-09-02,54,13,0,13
257,2023-09-02,54,0,4,9
258,2023-09-02,54,0,6,3
259,2023-09-02,55,11,0,11
260,2023-09-02,55,0,1,10
261,2023-09-02,55,0,3,7
262,2023-09-02,56,14,0,14
263,2023-09-02,56,0,5,9
264,2023-09-02,57,15,0,15
265,2023-09-02,57,0,7,8
266,2023-09-02,59,20,0,23
267,2023-09-02,59,0,1,22
268,2023-09-02,63,12,0,12
269,2023-09-02,63,0,7,5
270,2023-09-02,64,15,0,18
271,2023-09-02,64,0,1,17
272,2023-09-02,64,0,4,13
273,2023-09-02,65,0,2,14
274,2023-09-02,65,0,3,11
275,2023-09-02,65,0,1,10
276,2023-09-02,66,15,0,15
277,2023-09-02,66,0,1,14
278,2023-09-02,66,0,5,9
279,2023-09-02,67,10,0,10
280,2023-09-02,67,0,6,4
281,2023-09-02,67,0,1,3
282,2023-09-02,67,0,3,0
283,2023-09-02,68,15,0,15
284,2023-09-02,68,0,5,10
285,2023-09-02,69,17,0,17
286,2023-09-02,69,0,3,14
287,2023-09-02,69,0,2,12
288,2023-09-02,69,0,2,10
289,2023-09-02,71,10,0,10
290,2023-09-02,71,0,7,3
291,2023-09-02,71,0,3,0
292,2023-09-02,72,0,4,3
293,2023-09-02,72,0,3,0
294,2023-09-02,73,16,0,16
295,2023-09-02,74,17,0,17
296,2023-09-02,75,0,2,9
297,2023-09-02,75,0,6,3
298,2023-09-02,75,0,3,0
299,2023-09-02,76,16,0,16
300,2023-09-02,76,0,7,9
301,2023-09-02,77,17,0,17
302,2023-09-02,77,0,6,11
303,2023-09-02,77,0,1,10
304,2023-09-02,77,0,2,8
305,2023-09-02,78,0,5,11
306,2023-09-02,78,0,3,8
307,2023-09-02,78,0,1,7
308,2023-09-02,78,0,2,5
309,2023-09-02,80,13,0,13
310,2023-09-02,80,0,1,12
311,2023-09-02,80,0,2,10
312,2023-09-02,81,20,0,20
313,2023-09-02,81,0,1,19
314,2023-09-02,82,19,0,19
315,2023-09-02,82,0,1,18
316,2023-09-02,83,11,0,11
317,2023-09-02,84,0,2,11
318,2023-09-02,84,0,2,9
319,2023-09-02,84,0,4,5
320,2023-09-02,84,0,3,2
321,2023-09-02,86,10,0,10
322,2023-09-02,86,0,3,7
323,2023-09-02,86,0,5,2
324,2023-09-02,86,0,2,0
325,2023-09-02,87,19,0,37
326,2023-09-02,87,0,3,34
327,2023-09-02,87,0,4,30
328,2023-09-02,87,0,4,26
329,2023-09-02,88,0,3,0
330,2023-09-02,89,0,7,2
331,2023-09-02,89,0,2,0
332,2023-09-02,93,0,5,6
333,2023-09-02,93,0,2,4
334,2023-09-02,93,0,1,3
335,2023-09-02,93,0,3,0
336,2023-09-02,94,0,2,0
337,2023-09-02,96,13,0,13
338,2023-09-02,96,0,3,10
339,2023-09-02,96,0,4,6
340,2023-09-02,96,0,5,1
341,2023-09-02,96,0,1,0
342,2023-09-02,97,16,0,16
343,2023-09-02,98,13,0,13
344,2023-09-02,98,0,5,8
345,2023-09-02,98,0,5,3
346,2023-09-02,99,19,0,24
347,2023-09-02,99,0,7,17
348,2023-09-02,99,0,3,14
349,2023-09-02,103,18,0,18
350,2023-09-02,103,0,6,12
351,2023-09-02,103,0,7,5
352,2023-09-02,104,0,3,6
353,2023-09-02,104,0,6,0
354,2023-09-02,106,14,0,14
355,2023-09-02,107,18,0,18
356,2023-09-02,107,0,3,15
357,2023-09-02,107,0,5,10
358,2023-09-02,107,0,4,6
359,2023-09-02,111,14,0,14
360,2023-09-02,111,0,2,12
361,2023-09-02,111,0,7,5
362,2023-09-02,111,0,3,2
363,2023-09-02,112,14,0,24
364,2023-09-02,112,0,2,22
365,2023-09-02,112,0,1,21
366,2023-09-02,112,0,4,17
367,2023-09-02,113,16,0,32
368,2023-09-02,113,0,4,28
369,2023-09-02,115,13,0,13
370,2023-09-02,115,0,3,10
371,2023-09-02,116,17,0,17
372,2023-09-02,116,0,1,16
373,2023-09-02,118,12,0,12
374,2023-09-02,119,16,0,36
375,2023-09-02,119,0,1,35
376,2023-09-02,119,0,4,31
377,2023-09-02,119,0,6,25
378,2023-09-02,119,0,6,19
379,2023-09-02,119,0,2,17
380,2023-09-02,120,0,6,6
381,2023-09-02,121,14,0,16
382,2023-09-02,122,0,7,9
383,2023-09-02,122,0,5,4
384,2023-09-02,122,0,4,0
385,2023-09-02,124,0,1,11
386,2023-09-03,4,14,0,28
387,2023-09-03,4,0,6,22
388,2023-09-03,4,0,5,17
389,2023-09-03,4,0,2,15
390,2023-09-03,4,0,7,8
391,2023-09-03,7,17,0,17
392,2023-09-03,7,0,2,15
393,2023-09-03,7,0,7,8
394,2023-09-03,7,0,7,1
395,2023-09-03,8,15,0,15
396,2023-09-03,9,18,0,28
397,2023-09-03,9,0,5,23
398,2023-09-03,9,0,2,21
399,2023-09-03,9,0,1,20
400,2023-09-03,9,0,1,19
401,2023-09-03,9,0,2,17
402,2023-09-03,10,0,6,1
403,2023-09-03,11,19,0,19
404,2023-09-03,11,0,5,14
405,2023-09-03,11,0,5,9
406,2023-09-03,11,0,7,2
407,2023-09-03,12,16,0,16
408,2023-09-03,12,0,6,10
409,2023-09-03,12,0,1,9
410,2023-09-03,12,0,4,5
411,2023-09-03,12,0,4,1
412,2023-09-03,13,0,7,29
413,2023-09-03,13,0,1,28
414,2023-09-03,13,0,6,22
415,2023-09-03,13,0,1,21
416,2023-09-03,13,0,1,20
417,2023-09-03,15,19,0,19
418,2023-09-03,15,0,1,18
419,2023-09-03,15,0,1,17
420,2023-09-03,17,0,3,7
421,2023-09-03,17,0,6,1
422,2023-09-03,18,13,0,13
423,2023-09-03,18,0,3,10
424,2023-09-03,18,0,3,7
425,2023-09-03,18,0,5,2
426,2023-09-03,19,11,0,11
427,2023-09-03,19,0,3,8
428,2023-09-03,19,0,5,3
429,2023-09-03,19,0,2,1
430,2023-09-03,19,0,1,0
431,2023-09-03,20,14,0,14
432,2023-09-03,24,14,0,28
433,2023-09-03,24,0,3,25
434,2023-09-03,29,19,0,19
435,2023-09-03,29,0,1,18
436,2023-09-03,29,0,4,14
437,2023-09-03,29,0,2,12
438,2023-09-03,30,15,0,15
439,2023-09-03,30,0,4,11
440,2023-09-03,31,0,1,1
441,2023-09-03,31,0,1,0
442,2023-09-03,32,0,6,8
443,2023-09-03,32,0,3,5
444,2023-09-03,32,0,5,0
445,2023-09-03,33,16,0,16
446,2023-09-03,33,0,6,10
447,2023-09-03,33,0,1,9
448,2023-09-03,33,0,2,7
449,2023-09-03,34,16,0,25
450,2023-09-03,34,0,4,21
451,2023-09-03,35,0,3,9
452,2023-09-03,35,0,4,5
453,2023-09-03,35,0,4,1
454,2023-09-03,35,0,1,0
455,2023-09-03,37,19,0,29
456,2023-09-03,37,0,1,28
457,2023-09-03,37,0,1,27
458,2023-09-03,37,0,3,24
459,2023-09-03,38,0,3,10
460,2023-09-03,39,0,7,18
461,2023-09-03,39,0,2,16
462,2023-09-03,40,0,1,0
463,2023-09-03,41,18,0,29
464,2023-09-03,43,17,0,23
465,2023-09-03,43,0,6,17
466,2023-09-03,43,0,4,13
467,2023-09-03,44,0,1,27
468,2023-09-03,44,0,1,26
469,2023-09-03,45,0,6,9
470,2023-09-03,45,0,3,6
471,2023-09-03,46,17,0,17
472,2023-09-03,46,0,3,14
473,2023-09-03,46,0,2,12
474,2023-09-03,46,0,7,5
475,2023-09-03,46,0,5,0
476,2023-09-03,48,0,1,12
477,2023-09-03,48,0,5,7
478,2023-09-03,48,0,3,4
479,2023-09-03,49,13,0,38
480,2023-09-03,49,0,3,35
481,2023-09-03,49,0,1,34
482,2023-09-03,49,0,7,27
483,2023-09-03,49,0,1,26
484,2023-09-03,50,15,0,15
485,2023-09-03,50,0,3,12
486,2023-09-03,50,0,3,9
487,2023-09-03,51,0,5,0
488,2023-09-03,54,0,2,1
489,2023-09-03,54,0,1,0
490,2023-09-03,55,0,3,4
491,2023-09-03,56,0,4,5
492,2023-09-03,56,0,2,3
493,2023-09-03,56,0,3,0
494,2023-09-03,57,0,6,2
495,2023-09-03,57,0,2,0
496,2023-09-03,59,0,5,17
497,2023-09-03,59,0,1,16
498,2023-09-03,59,0,6,10
499,2023-09-03,61,12,0,12
500,2023-09-03,62,13,0,13
501,2023-09-03,62,0,7,6
502,2023-09-03,63,16,0,21
503,2023-09-03,63,0,3,18
504,2023-09-03,63,0,1,17
505,2023-09-03,64,0,1,12
506,2023-09-03,64,0,2,10
507,2023-09-03,64,0,1,9
508,2023-09-03,64,0,3,6
509,2023-09-03,65,0,1,9
510,2023-09-03,66,10,0,19
511,2023-09-03,66,0,1,18
512,2023-09-03,66,0,6,12
513,2023-09-03,66,0,7,5
514,2023-09-03,68,16,0,26
515,2023-09-03,68,0,7,19
516,2023-09-03,68,0,3,16
517,2023-09-03,68,0,1,15
518,2023-09-03,68,0,5,10
519,2023-09-03,69,13,0,23
520,2023-09-03,69,0,4,19
521,2023-09-03,72,11,0,11
522,2023-09-03,72,0,2,9
523,2023-09-03,72,0,1,8
524,2023-09-03,72,0,5,3
525,2023-09-03,72,0,3,0
526,2023-09-03,73,14,0,30
527,2023-09-03,73,0,3,27
528,2023-09-03,73,0,5,22
529,2023-09-03,73,0,7,15
530,2023-09-03,74,0,3,14
531,2023-09-03,74,0,1,13
532,2023-09-03,74,0,4,9
533,2023-09-03,74,0,4,5
534,2023-09-03,75,15,0,15
535,2023-09-03,75,0,7,8
536,2023-09-03,75,0,1,7
537,2023-09-03,75,0,5,2
538,2023-09-03,76,0,1,8
539,2023-09-03,76,0,2,6
540,2023-09-03,77,0,4,4
541,2023-09-03,77,0,4,0
542,2023-09-03,78,0,1,4
543,2023-09-03,79,19,0,19
544,2023-09-03,79,0,7,12
545,2023-09-03,79,0,3,9
546,2023-09-03,79,0,5,4
547,2023-09-03,79,0,4,0
548,2023-09-03,83,10,0,21
549,2023-09-03,83,0,2,19
550,2023-09-03,84,0,2,0
551,2023-09-03,88,10,0,10
552,2023-09-03,88,0,3,7
553,2023-09-03,88,0,5,2
554,2023-09-03,88,0,2,0
555,2023-09-03,89,15,0,15
556,2023-09-03,89,0,7,8
557,2023-09-03,91,19,0,19
558,2023-09-03,91,0,7,12
559,2023-09-03,92,11,0,11
560,2023-09-03,92,0,2,9
561,2023-09-03,92,0,6,3
562,2023-09-03,92,0,3,0
563,2023-09-03,94,11,0,11
564,2023-09-03,94,0,6,5
565,2023-09-03,94,0,3,2
566,2023-09-03,94,0,1,1
567,2023-09-03,97,14,0,30
568,2023-09-03,97,0,5,25
569,2023-09-03,97,0,1,24
570,2023-09-03,97,0,4,20
571,2023-09-03,97,0,1,19
572,2023-09-03,97,0,5,14
573,2023-09-03,98,10,0,13
574,2023-09-03,98,0,6,7
575,2023-09-03,98,0,6,1
576,2023-09-03,98,0,1,0
577,2023-09-03,99,0,7,7
578,2023-09-03,99,0,1,6
579,2023-09-03,99,0,1,5
580,2023-09-03,99,0,5,0
581,2023-09-03,101,19,0,19
582,2023-09-03,101,0,5,14
583,2023-09-03,101,0,4,10
584,2023-09-03,101,0,1,9
585,2023-09-03,101,0,3,6
586,2023-09-03,103,13,0,18
587,2023-09-03,103,0,4,14
588,2023-09-03,103,0,4,10
589,2023-09-03,103,0,1,9
590,2023-09-03,103,0,4,5
591,2023-09-03,103,0,3,2
592,2023-09-03,104,16,0,16
593,2023-09-03,104,0,4,12
594,2023-09-03,105,13,0,13
595,2023-09-03,105,0,4,9
596,2023-09-03,105,0,3,6
597,2023-09-03,105,0,2,4
598,2023-09-03,105,0,4,0
599,2023-09-03,106,16,0,30
600,2023-09-03,106,0,5,25
601,2023-09-03,107,12,0,18
602,2023-09-03,107,0,3,15
603,2023-09-03,108,13,0,13
604,2023-09-03,108,0,3,10
605,2023-09-03,109,0,4,12
606,2023-09-03,109,0,1,11
607,2023-09-03,111,0,2,0
608,2023-09-03,112,12,0,29
609,2023-09-03,112,0,5,24
610,2023-09-03,112,0,6,18
611,2023-09-03,112,0,3,15
612,2023-09-03,113,0,1,27
613,2023-09-03,115,17,0,27
614,2023-09-03,115,0,5,22
615,2023-09-03,115,0,1,21
616,2023-09-03,116,0,1,15
617,2023-09-03,118,20,0,32
618,2023-09-03,119,11,0,28
619,2023-09-03,119,0,4,24
620,2023-09-03,119,0,4,20
621,2023-09-03,119,0,6,14
622,2023-09-03,119,0,7,7
623,2023-09-03,119,0,3,4
624,2023-09-03,120,10,0,16
625,2023-09-03,120,0,2,14
626,2023-09-03,120,0,2,12
627,2023-09-03,120,0,2,10
628,2023-09-03,121,18,0,34
629,2023-09-03,121,0,6,28
630,2023-09-03,121,0,6,22
631,2023-09-03,121,0,7,15
632,2023-09-03,122,12,0,12
633,2023-09-03,122,0,5,7
